"rgn_id","product","year","tonnes"
5,"fish_oil",1991,0
4,"fish_oil",1991,0
2,"fish_oil",1991,0
3,"fish_oil",1991,0
1,"fish_oil",1992,0.313452927178454
5,"fish_oil",1992,0.678238159817471
4,"fish_oil",1992,4.12909341143208
2,"fish_oil",1992,1.42739654201761
3,"fish_oil",1992,0.951818959554388
1,"fish_oil",1993,0.522421545297424
5,"fish_oil",1993,1.13039693302912
4,"fish_oil",1993,6.8818223523868
2,"fish_oil",1993,2.37899423669602
3,"fish_oil",1993,1.58636493259065
1,"fish_oil",1994,3.89726472791878
5,"fish_oil",1994,8.43276112039722
4,"fish_oil",1994,51.3383947488055
2,"fish_oil",1994,17.7472970057523
3,"fish_oil",1994,11.8342823971262
1,"fish_oil",1995,39.5995531335447
5,"fish_oil",1995,85.6840875236072
4,"fish_oil",1995,521.642134310919
2,"fish_oil",1995,180.327763141558
3,"fish_oil",1995,120.246461890371
1,"fish_oil",1996,39.2861002063663
5,"fish_oil",1996,85.0058493637897
4,"fish_oil",1996,517.513040899487
2,"fish_oil",1996,178.90036659954
3,"fish_oil",1996,119.294642930817
1,"fish_oil",1997,42.6087012344579
5,"fish_oil",1997,92.1951738578549
4,"fish_oil",1997,561.281431060667
2,"fish_oil",1997,194.030769944927
3,"fish_oil",1997,129.383923902093
1,"fish_oil",1998,43.4550241378397
5,"fish_oil",1998,94.0264168893621
4,"fish_oil",1998,572.429983271534
2,"fish_oil",1998,197.884740608375
3,"fish_oil",1998,131.95383509289
1,"fish_oil",1999,53.5691052547978
5,"fish_oil",1999,115.910901512806
4,"fish_oil",1999,705.662064013742
2,"fish_oil",1999,243.942069030809
3,"fish_oil",1999,162.665860187845
1,"fish_oil",2000,59.618746749342
5,"fish_oil",2000,129.000897997283
4,"fish_oil",2000,785.353566854381
2,"fish_oil",2000,271.490822291749
3,"fish_oil",2000,181.035966107245
1,"fish_oil",2001,116.405968723172
5,"fish_oil",2001,251.875044617548
4,"fish_oil",2001,1533.40765655883
2,"fish_oil",2001,530.087495820606
3,"fish_oil",2001,353.473834279848
1,"fish_oil",2002,222.499336142173
5,"fish_oil",2002,481.436053777102
4,"fish_oil",2002,2930.96813988154
2,"fish_oil",2002,1013.21364540883
3,"fish_oil",2002,675.632824790356
1,"fish_oil",2003,275.608710437109
5,"fish_oil",2003,596.352205988842
4,"fish_oil",2003,3630.57420022518
2,"fish_oil",2003,1255.06219951135
3,"fish_oil",2003,836.902683837522
1,"fish_oil",2004,311.614003339007
5,"fish_oil",2004,674.259162613209
4,"fish_oil",2004,4104.86939675168
2,"fish_oil",2004,1419.02248230444
3,"fish_oil",2004,946.234954991669
1,"fish_oil",2005,343.032435073194
5,"fish_oil",2005,742.24123416558
4,"fish_oil",2005,4518.74219302422
2,"fish_oil",2005,1562.09519569934
3,"fish_oil",2005,1041.63894203767
1,"fish_oil",2006,297.968352575839
5,"fish_oil",2006,644.733194722488
4,"fish_oil",2006,3925.11619690733
2,"fish_oil",2006,1356.88315284194
3,"fish_oil",2006,904.799102952401
1,"fish_oil",2007,311.802075095314
5,"fish_oil",2007,674.666105509099
4,"fish_oil",2007,4107.34685279854
2,"fish_oil",2007,1419.87892022965
3,"fish_oil",2007,946.806046367401
1,"fish_oil",2008,359.300641993756
5,"fish_oil",2008,777.441794660107
4,"fish_oil",2008,4733.04214107754
2,"fish_oil",2008,1636.17707623005
3,"fish_oil",2008,1091.03834603854
1,"fish_oil",2009,369.289341939843
5,"fish_oil",2009,799.054984019623
4,"fish_oil",2009,4864.62258445518
2,"fish_oil",2009,1681.66344603568
3,"fish_oil",2009,1121.36964354968
1,"fish_oil",2010,405.385187909593
5,"fish_oil",2010,877.157876112382
4,"fish_oil",2010,5340.11063018943
2,"fish_oil",2010,1846.0360878298
3,"fish_oil",2010,1230.97688462547
1,"fish_oil",2011,382.558849190397
5,"fish_oil",2011,827.767066118563
4,"fish_oil",2011,5039.4208722058
2,"fish_oil",2011,1742.08989964776
3,"fish_oil",2011,1161.66331283748
1,"ornamentals",1976,0.0557249648317251
5,"ornamentals",1976,0.120575672856439
4,"ornamentals",1976,0.734061050921256
2,"ornamentals",1976,0.253759385247574
3,"ornamentals",1976,0.169212259476335
1,"ornamentals",1977,0.0522421545297424
5,"ornamentals",1977,0.113039693302912
4,"ornamentals",1977,0.68818223523868
2,"ornamentals",1977,0.237899423669602
3,"ornamentals",1977,0.158636493259065
1,"ornamentals",1978,0.0522421545297424
5,"ornamentals",1978,0.113039693302912
4,"ornamentals",1978,0.68818223523868
2,"ornamentals",1978,0.237899423669602
3,"ornamentals",1978,0.158636493259065
1,"ornamentals",1979,0.0417937236237939
5,"ornamentals",1979,0.0904317546423295
4,"ornamentals",1979,0.550545788190944
2,"ornamentals",1979,0.190319538935681
3,"ornamentals",1979,0.126909194607252
1,"ornamentals",1980,0.0417937236237939
5,"ornamentals",1980,0.0904317546423295
4,"ornamentals",1980,0.550545788190944
2,"ornamentals",1980,0.190319538935681
3,"ornamentals",1980,0.126909194607252
1,"ornamentals",1981,0.0313452927178454
5,"ornamentals",1981,0.0678238159817471
4,"ornamentals",1981,0.412909341143208
2,"ornamentals",1981,0.142739654201761
3,"ornamentals",1981,0.0951818959554388
1,"ornamentals",1982,0.0313452927178454
5,"ornamentals",1982,0.0678238159817471
4,"ornamentals",1982,0.412909341143208
2,"ornamentals",1982,0.142739654201761
3,"ornamentals",1982,0.0951818959554388
1,"ornamentals",1983,0.156726463589227
5,"ornamentals",1983,0.339119079908736
4,"ornamentals",1983,2.06454670571604
2,"ornamentals",1983,0.713698271008805
3,"ornamentals",1983,0.475909479777194
1,"ornamentals",1984,0.146278032683279
5,"ornamentals",1984,0.316511141248153
4,"ornamentals",1984,1.9269102586683
2,"ornamentals",1984,0.666118386274884
3,"ornamentals",1984,0.444182181125381
1,"ornamentals",1985,0.146278032683279
5,"ornamentals",1985,0.316511141248153
4,"ornamentals",1985,1.9269102586683
2,"ornamentals",1985,0.666118386274884
3,"ornamentals",1985,0.444182181125381
1,"ornamentals",1986,0.261210772648712
5,"ornamentals",1986,0.565198466514559
4,"ornamentals",1986,3.4409111761934
2,"ornamentals",1986,1.18949711834801
3,"ornamentals",1986,0.793182466295323
1,"ornamentals",1987,0.355246650802248
5,"ornamentals",1987,0.768669914459801
4,"ornamentals",1987,4.67963919962302
2,"ornamentals",1987,1.61771608095329
3,"ornamentals",1987,1.07872815416164
1,"ornamentals",1988,0.741838594322342
5,"ornamentals",1988,1.60516364490135
4,"ornamentals",1988,9.77218774038925
2,"ornamentals",1988,3.37817181610834
3,"ornamentals",1988,2.25263820427872
1,"ornamentals",1989,1.0552915215008
5,"ornamentals",1989,2.28340180471882
4,"ornamentals",1989,13.9012811518213
2,"ornamentals",1989,4.80556835812595
3,"ornamentals",1989,3.20445716383311
1,"ornamentals",1990,1.12843053784244
5,"ornamentals",1990,2.4416573753429
4,"ornamentals",1990,14.8647362811555
2,"ornamentals",1990,5.13862755126339
3,"ornamentals",1990,3.4265482543958
1,"ornamentals",1991,1.13887896874838
5,"ornamentals",1991,2.46426531400348
4,"ornamentals",1991,15.0023727282032
2,"ornamentals",1991,5.18620743599731
3,"ornamentals",1991,3.45827555304761
1,"ornamentals",1992,1.04484309059485
5,"ornamentals",1992,2.26079386605824
4,"ornamentals",1992,13.7636447047736
2,"ornamentals",1992,4.75798847339203
3,"ornamentals",1992,3.17272986518129
1,"ornamentals",1993,1.06573995240674
5,"ornamentals",1993,2.3060097433794
4,"ornamentals",1993,14.0389175988691
2,"ornamentals",1993,4.85314824285987
3,"ornamentals",1993,3.23618446248492
1,"ornamentals",1994,1.31650229414951
5,"ornamentals",1994,2.84860027123338
4,"ornamentals",1994,17.3421923280147
2,"ornamentals",1994,5.99506547647396
3,"ornamentals",1994,3.99763963012843
1,"ornamentals",1995,1.7448879612934
5,"ornamentals",1995,3.77552575631726
4,"ornamentals",1995,22.9852866569719
2,"ornamentals",1995,7.94584075056469
3,"ornamentals",1995,5.29845887485276
1,"ornamentals",1996,2.0478924575659
5,"ornamentals",1996,4.43115597747414
4,"ornamentals",1996,26.9767436213562
2,"ornamentals",1996,9.32565740784838
3,"ornamentals",1996,6.21855053575533
1,"ornamentals",1997,2.11058304300159
5,"ornamentals",1997,4.56680360943764
4,"ornamentals",1997,27.8025623036427
2,"ornamentals",1997,9.6111367162519
3,"ornamentals",1997,6.40891432766621
1,"ornamentals",1998,2.0478924575659
5,"ornamentals",1998,4.43115597747414
4,"ornamentals",1998,26.9767436213562
2,"ornamentals",1998,9.32565740784838
3,"ornamentals",1998,6.21855053575533
1,"ornamentals",1999,1.93295971760047
5,"ornamentals",1999,4.18246865220774
4,"ornamentals",1999,25.4627427038311
2,"ornamentals",1999,8.80227867577526
3,"ornamentals",1999,5.86955025058539
1,"ornamentals",2000,1.94340814850642
5,"ornamentals",2000,4.20507659086832
4,"ornamentals",2000,25.6003791508789
2,"ornamentals",2000,8.84985856050918
3,"ornamentals",2000,5.90127754923721
1,"ornamentals",2001,2.12103147390754
5,"ornamentals",2001,4.58941154809822
4,"ornamentals",2001,27.9401987506904
2,"ornamentals",2001,9.65871660098582
3,"ornamentals",2001,6.44064162631803
1,"ornamentals",2002,1.80757854672909
5,"ornamentals",2002,3.91117338828075
4,"ornamentals",2002,23.8111053392583
2,"ornamentals",2002,8.23132005896821
3,"ornamentals",2002,5.48882266676364
1,"ornamentals",2003,1.36874444867925
5,"ornamentals",2003,2.96163996453629
4,"ornamentals",2003,18.0303745632534
2,"ornamentals",2003,6.23296490014356
3,"ornamentals",2003,4.15627612338749
1,"ornamentals",2004,0.992600936065105
5,"ornamentals",2004,2.14775417275533
4,"ornamentals",2004,13.0754624695349
2,"ornamentals",2004,4.52008904972243
3,"ornamentals",2004,3.01409337192223
1,"ornamentals",2005,0.522421545297424
5,"ornamentals",2005,1.13039693302912
4,"ornamentals",2005,6.8818223523868
2,"ornamentals",2005,2.37899423669602
3,"ornamentals",2005,1.58636493259065
1,"ornamentals",2006,0.511973114391475
5,"ornamentals",2006,1.10778899436854
4,"ornamentals",2006,6.74418590533906
2,"ornamentals",2006,2.3314143519621
3,"ornamentals",2006,1.55463763393883
1,"ornamentals",2007,0.501524683485527
5,"ornamentals",2007,1.08518105570795
4,"ornamentals",2007,6.60654945829132
2,"ornamentals",2007,2.28383446722817
3,"ornamentals",2007,1.52291033528702
1,"ornamentals",2008,0.48062782167363
5,"ornamentals",2008,1.03996517838679
4,"ornamentals",2008,6.33127656419585
2,"ornamentals",2008,2.18867469776033
3,"ornamentals",2008,1.45945573798339
1,"ornamentals",2009,0.574663699827166
5,"ornamentals",2009,1.24343662633203
4,"ornamentals",2009,7.57000458762548
2,"ornamentals",2009,2.61689366036562
3,"ornamentals",2009,1.74500142584971
1,"ornamentals",2010,0.682630819188632
5,"ornamentals",2010,1.47705199249138
4,"ornamentals",2010,8.9922478737854
2,"ornamentals",2010,3.10855246928279
3,"ornamentals",2010,2.07285017858511
1,"ornamentals",2011,0.814977610663981
5,"ornamentals",2011,1.76341921552542
4,"ornamentals",2011,10.7356428697234
2,"ornamentals",2011,3.71123100924578
3,"ornamentals",2011,2.47472929484141
1,"seaweeds",1997,0.153243653287244
5,"seaweeds",1997,0.331583100355208
4,"seaweeds",1997,2.01866789003346
2,"seaweeds",1997,0.697838309430832
3,"seaweeds",1997,0.465333713559923
1,"seaweeds",1998,0.20896861811897
5,"seaweeds",1998,0.452158773211647
4,"seaweeds",1998,2.75272894095472
2,"seaweeds",1998,0.951597694678406
3,"seaweeds",1998,0.634545973036259
1,"seaweeds",1999,0.240313910836815
5,"seaweeds",1999,0.519982589193395
4,"seaweeds",1999,3.16563828209793
2,"seaweeds",1999,1.09433734888017
3,"seaweeds",1999,0.729727868991697
1,"seaweeds",2000,0.292556065366557
5,"seaweeds",2000,0.633022282496306
4,"seaweeds",2000,3.85382051733661
2,"seaweeds",2000,1.33223677254977
3,"seaweeds",2000,0.888364362250762
1,"seaweeds",2001,0.282107634460609
5,"seaweeds",2001,0.610414343835724
4,"seaweeds",2001,3.71618407028887
2,"seaweeds",2001,1.28465688781585
3,"seaweeds",2001,0.856637063598949
1,"seaweeds",2002,0.250762341742763
5,"seaweeds",2002,0.542590527853977
4,"seaweeds",2002,3.30327472914566
2,"seaweeds",2002,1.14191723361409
3,"seaweeds",2002,0.76145516764351
1,"seaweeds",2003,0.261210772648712
5,"seaweeds",2003,0.565198466514559
4,"seaweeds",2003,3.4409111761934
2,"seaweeds",2003,1.18949711834801
3,"seaweeds",2003,0.793182466295323
1,"seaweeds",2004,0.355246650802248
5,"seaweeds",2004,0.768669914459801
4,"seaweeds",2004,4.67963919962302
2,"seaweeds",2004,1.61771608095329
3,"seaweeds",2004,1.07872815416164
1,"seaweeds",2005,0.522421545297424
5,"seaweeds",2005,1.13039693302912
4,"seaweeds",2005,6.8818223523868
2,"seaweeds",2005,2.37899423669602
3,"seaweeds",2005,1.58636493259065
1,"seaweeds",2006,0.710493301604496
5,"seaweeds",2006,1.5373398289196
4,"seaweeds",2006,9.35927839924604
2,"seaweeds",2006,3.23543216190658
3,"seaweeds",2006,2.15745630832328
1,"seaweeds",2007,0.794080748852084
5,"seaweeds",2007,1.71820333820426
4,"seaweeds",2007,10.4603699756279
2,"seaweeds",2007,3.61607123977794
3,"seaweeds",2007,2.41127469753778
1,"seaweeds",2008,0.929910350629414
5,"seaweeds",2008,2.01210654079183
4,"seaweeds",2008,12.2496437872485
2,"seaweeds",2008,4.23460974131891
3,"seaweeds",2008,2.82372958001135
1,"seaweeds",2009,0.96125564334726
5,"seaweeds",2009,2.07993035677358
4,"seaweeds",2009,12.6625531283917
2,"seaweeds",2009,4.37734939552067
3,"seaweeds",2009,2.91891147596679
1,"seaweeds",2010,0.94732440213933
5,"seaweeds",2010,2.04978643855947
4,"seaweeds",2010,12.4790378656614
2,"seaweeds",2010,4.31390954920878
3,"seaweeds",2010,2.87660841109771
1,"seaweeds",2011,1.10753367603054
5,"seaweeds",2011,2.39644149802173
4,"seaweeds",2011,14.58946338706
2,"seaweeds",2011,5.04346778179555
3,"seaweeds",2011,3.36309365709217
